Unidade Geográfica;Tema;Nome Indicador + Unidade de Medida ;Ano;Abrangência Geografica;Botao;Redefinir;Nome Curto Indicador;Rede Grupo;regiao_metropolitana;regiao_planejamento;TipoRede;Fonte;regionalizado;Unidade Medida;Valor;valor_adicional1;valor_adicional2
Jucás;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Jucás;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Orós;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Orós;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Quixelô;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Quixelô;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Saboeiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Saboeiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Umari;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Umari;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Acopiara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Acopiara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;165;;
Baixio;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Baixio;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;81;;
Cariús;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Cariús;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Catarina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Catarina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;84;;
Cedro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Cedro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Icó;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Icó;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;318;;
Iguatu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Iguatu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;41;;
Ipaumirim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Ipaumirim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Jucás;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Jucás;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Orós;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Orós;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;69;;
Quixelô;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Quixelô;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Saboeiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Saboeiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;47;;
Umari;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Umari;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Acopiara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Acopiara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;128;;
Baixio;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Baixio;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;77;;
Cariús;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Cariús;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;32;;
Catarina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Catarina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;20;;
Cedro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Cedro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Icó;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Icó;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1244;;
Iguatu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Iguatu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;265;;
Ipaumirim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Ipaumirim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;74;;
Jucás;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Jucás;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;199;;
Orós;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Orós;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;339;;
Quixelô;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Quixelô;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;13;;
Saboeiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Saboeiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Umari;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Umari;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;40;;
Acopiara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Acopiara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;36;;
Baixio;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Baixio;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Cariús;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Cariús;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Catarina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Catarina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Cedro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Cedro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Icó;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Icó;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;383;;
Iguatu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Iguatu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;16;;
Ipaumirim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Ipaumirim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Jucás;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Jucás;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Orós;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Orós;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Quixelô;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Quixelô;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Saboeiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Saboeiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Umari;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Umari;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Acopiara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Acopiara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;116;;
Baixio;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Baixio;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Cariús;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Cariús;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Catarina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Catarina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;84;;
Cedro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Cedro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Icó;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Icó;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;165;;
Iguatu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Iguatu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;161;;
Ipaumirim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Ipaumirim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;51;;
Jucás;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Jucás;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Orós;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Orós;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Quixelô;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Quixelô;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Centro Sul;Verdadeiro; Secretaria da Saúde (SESA).;sim;;114;;
Viçosa do Ceará;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Viçosa do Ceará;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;56;;
Carnaubal;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Carnaubal;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Croatá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Croatá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Guaraciaba do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Guaraciaba do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Ibiapina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Ibiapina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Ipu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Ipu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
São Benedito;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;São Benedito;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tianguá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Tianguá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Ubajara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Ubajara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Viçosa do Ceará;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Viçosa do Ceará;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Carnaubal;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Carnaubal;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Croatá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Croatá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Guaraciaba do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Guaraciaba do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Ibiapina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Ibiapina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Ipu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Ipu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;21;;
São Benedito;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;São Benedito;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tianguá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Tianguá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;134;;
Ubajara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Ubajara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Viçosa do Ceará;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Viçosa do Ceará;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;11;;
Carnaubal;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Carnaubal;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Croatá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Croatá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Guaraciaba do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Guaraciaba do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;15;;
Ibiapina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Ibiapina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Ipu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Ipu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
São Benedito;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;São Benedito;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tianguá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Tianguá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;28;;
Ubajara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Ubajara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Viçosa do Ceará;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Viçosa do Ceará;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Carnaubal;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Carnaubal;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Croatá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Croatá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Guaraciaba do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Guaraciaba do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Ibiapina;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Ibiapina;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Ipu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Ipu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;17;;
São Benedito;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;São Benedito;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Tianguá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Tianguá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;66;;
Ubajara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Ubajara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Viçosa do Ceará;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Viçosa do Ceará;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Serra da Ibiapaba;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
